"id","summary_id","participant_key","participant_label","participant_kind","opponent_key","won","side","opponent_side","matchup","total_force_spent","total_force_regen","ending_force","ending_hp","ending_armor","low_force_windows","grip_cripple_events","saber_throw_punishes","knockdown_events","late_defense_spends","opening_tactic","primary_issue","spent_neutral","spent_advantage","spent_disadvantage","spent_panic","spent_finishing","force_push","force_pull","force_grip","force_drain","force_rage","force_absorb","force_protect","force_heal","force_speed","force_seeing","force_unknown"
"506","253","user:goon","goon","1","user:void","0","2","2","3","805","800","100","0","0","13","0","6","2","0","seeing","low_force","216","0","216","137","236","0","0","0","0","0","0","0","0","0","805","0"
"507","254","user:void","void","1","user:goon","1","2","2","3","2256","2212","52","88","0","67","1","5","3","0","seeing","low_force","563","45","926","592","130","0","0","0","0","0","0","0","0","0","2256","0"
"508","254","user:goon","goon","1","user:void","0","2","2","3","2470","2460","100","-4","0","40","0","16","1","0","seeing","low_force","836","45","676","455","458","0","0","0","0","0","0","0","0","0","2470","0"
"509","255","user:void","void","1","user:goon","1","2","2","3","977","898","21","100","66","78","1","5","2","0","unknown","low_force","212","38","73","480","174","0","0","0","0","0","0","0","0","0","977","0"
"510","255","user:goon","goon","1","user:void","0","2","2","3","1024","1024","100","-5","0","36","1","3","5","0","seeing","low_force","20","0","341","233","430","0","0","0","0","0","0","0","0","0","1024","0"
"511","256","user:void","void","1","user:goon","1","2","2","3","732","643","11","100","32","5","0","3","0","0","unknown","low_force","151","20","381","60","120","0","0","0","0","0","0","0","0","0","732","0"
"512","256","user:goon","goon","1","user:void","0","2","2","3","491","491","100","-18","0","13","0","5","1","0","seeing","low_force","125","20","260","86","0","0","0","0","0","0","0","0","0","0","491","0"
"513","257","bot:/botfiles/tavion.jkb","Rodian","0","user:void","1","2","2","3","268","209","41","100","39","1","0","0","0","0","speed","low_force","29","0","219","20","0","20","164","59","0","0","0","0","0","25","0","0"
"514","257","user:void","void","1","bot:/botfiles/tavion.jkb","0","2","2","3","45","45","100","0","8","0","1","5","2","0","seeing","saber_throw","10","0","35","0","0","0","0","0","0","0","0","0","0","0","45","0"
"515","258","bot:/botfiles/desann.jkb","Desann^7[0]","0","bot:/botfiles/desann.jkb","1","2","2","3","607","512","5","52","98","23","0","0","1","0","grip","low_force","68","45","141","212","141","0","295","125","187","0","0","0","0","0","0","0"
"516","258","bot:/botfiles/desann.jkb","Desann","0","bot:/botfiles/desann.jkb","0","2","2","3","465","465","100","-8","37","42","1","1","0","0","drain","low_force","0","0","146","284","35","0","223","8","234","0","0","0","0","0","0","0"
"517","259","bot:/botfiles/tavion.jkb","Rodian","0","user:void","1","2","2","3","510","459","49","64","36","22","1","4","0","0","speed","low_force","77","0","132","156","145","0","276","102","116","0","0","0","0","16","0","0"
"518","259","user:void","void","1","bot:/botfiles/tavion.jkb","0","2","2","3","374","374","100","0","96","22","1","1","1","0","seeing","low_force","80","0","79","186","29","0","0","0","0","0","0","0","0","0","374","0"
"519","260","bot:/botfiles/tavion.jkb","Rodian","0","user:void","1","2","2","3","628","528","0","80","0","36","0","6","1","0","unknown","low_force","0","0","106","274","248","0","357","0","271","0","0","0","0","0","0","0"
"520","260","user:void","void","1","bot:/botfiles/tavion.jkb","0","2","2","3","500","500","100","-4","70","47","0","1","1","0","seeing","low_force","17","15","74","290","104","0","0","0","0","0","0","0","0","0","500","0"
"521","261","user:void","void","1","bot:/botfiles/tavion.jkb","1","2","2","3","681","597","10","68","69","34","0","1","5","0","seeing","low_force","180","0","24","328","149","0","0","0","0","0","0","0","0","0","681","0"
"522","261","bot:/botfiles/tavion.jkb","Rodian","0","user:void","0","2","2","3","687","607","100","-1","0","57","0","5","1","0","speed","low_force","24","0","210","400","53","43","355","36","229","0","0","0","0","24","0","0"
"523","262","user:void","void","1","bot:/botfiles/tavion.jkb","1","2","2","3","848","777","29","100","99","53","0","0","2","0","seeing","low_force","63","35","93","465","192","0","0","0","0","0","0","0","0","0","848","0"
"524","262","bot:/botfiles/tavion.jkb","Rodian","0","user:void","0","2","2","3","781","781","100","-4","0","57","0","1","2","0","drain","low_force","0","0","168","474","139","95","355","9","322","0","0","0","0","0","0","0"
"525","263","user:void","void","1","bot:/botfiles/tavion.jkb","1","2","2","3","394","323","29","60","98","20","0","0","0","0","seeing","low_force","76","0","186","98","34","0","0","0","0","0","0","0","0","0","394","0"
"526","263","bot:/botfiles/tavion.jkb","Rodian","0","user:void","0","2","2","3","372","355","100","-3","0","12","0","7","3","0","unknown","low_force","0","0","185","104","83","76","74","0","222","0","0","0","0","0","0","0"
"527","264","bot:/botfiles/tavion.jkb","Rodian","0","iphash:fa31973a","1","2","2","3","0","0","100","100","100","0","0","0","0","0","","linear_entries","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"528","264","iphash:fa31973a","Padawan","2","bot:/botfiles/tavion.jkb","0","2","2","3","0","0","100","0","100","0","0","0","0","0","","linear_entries","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"529","265","bot:/botfiles/tavion.jkb","Rodian","0","iphash:fa31973a","1","2","2","3","25","5","80","100","99","0","0","0","0","0","speed","linear_entries","5","0","20","0","0","0","0","0","0","0","0","0","0","25","0","0"
"530","265","iphash:fa31973a","Padawan","2","bot:/botfiles/tavion.jkb","0","2","2","3","0","0","100","0","100","0","0","0","1","0","","linear_entries","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"531","266","bot:/botfiles/desann.jkb","Desann^7[0]","0","bot:/botfiles/desann.jkb","1","2","2","3","745","745","100","100","70","35","2","1","0","0","pull","low_force","189","50","141","212","153","57","314","0","374","0","0","0","0","0","0","0"
"532","266","bot:/botfiles/desann.jkb","Desann","0","bot:/botfiles/desann.jkb","0","2","2","3","934","934","100","-39","0","39","0","1","1","0","drain","low_force","74","0","439","278","143","27","406","88","326","0","0","0","0","87","0","0"
"533","267","bot:/botfiles/tavion.jkb","Rodian","0","iphash:fa31973a","1","2","2","3","788","737","49","98","39","39","3","1","0","0","pull","low_force","81","0","142","413","152","60","334","92","302","0","0","0","0","0","0","0"
"534","267","iphash:fa31973a","Padawan","2","bot:/botfiles/tavion.jkb","0","2","2","3","683","683","100","-4","7","32","1","4","3","0","seeing","low_force","89","0","84","279","231","0","0","0","0","0","0","0","0","0","683","0"
"535","268","bot:/botfiles/desann.jkb","Desann","0","bot:/botfiles/desann.jkb","1","2","2","3","237","222","85","100","100","6","0","0","0","0","speed","low_force","46","0","23","32","136","0","138","91","0","0","0","0","0","8","0","0"
"536","268","bot:/botfiles/desann.jkb","Desann^7[0]","0","bot:/botfiles/desann.jkb","0","2","2","3","159","159","100","-19","99","3","1","2","2","0","push","low_force","0","0","59","100","0","59","20","0","30","50","0","0","0","0","0","0"
"537","269","bot:/botfiles/tavion.jkb","Rodian","0","user:void","1","2","2","3","334","278","44","88","0","1","0","1","1","0","speed","low_force","0","0","252","5","77","19","97","55","139","0","0","0","0","24","0","0"
"538","269","user:void","void","1","bot:/botfiles/tavion.jkb","0","2","2","3","240","240","100","-6","67","1","2","2","1","0","unknown","low_force","112","16","40","68","4","0","0","0","0","0","0","0","0","0","240","0"
