"id","start_time","end_time","duration","type","mapname","winner_key","winner_label","winner_kind","winner_side","loser_key","loser_label","loser_kind","loser_side","draw","winner_opening","loser_opening","source_context"
"69","1789864698","1789864743","45","1","maps/mp/ffa3","user:void","void","1","2","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","0","seeing","seeing","duel"
"70","1789864761","1789864795","34","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","seeing","duel"
"71","1789864803","1789864845","42","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","seeing","duel"
"72","1789864851","1789864887","36","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","seeing","duel"
"73","1789864798","1789864907","109","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"74","1789864893","1789864947","54","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","seeing","duel"
"75","1789864913","1789864981","68","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"76","1789864955","1789864988","33","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","unknown","duel"
"77","1789864987","1789865087","100","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"78","1789865092","1789865148","56","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"79","1789865152","1789865177","25","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","user:void","void","1","2","0","seeing","seeing","duel"
"80","1789865181","1789865202","21","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","user:void","void","1","2","0","seeing","seeing","duel"
"81","1789865206","1789865240","34","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","user:void","void","1","2","0","unknown","seeing","duel"
"82","1789865245","1789865260","15","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","user:void","void","1","2","0","seeing","unknown","duel"
"83","1789865265","1789865370","105","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"84","1789865375","1789865396","21","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"85","1789865475","1789865525","50","1","maps/mp/ffa3","bot:/botfiles/shadowtrooper.jkb","Reborn","0","2","user:void","void","1","2","0","unknown","seeing","duel"
"86","1789865399","1789865557","158","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"87","1789865536","1789865595","59","1","maps/mp/ffa3","user:void","void","1","2","bot:/botfiles/shadowtrooper.jkb","Reborn","0","2","0","unknown","speed","duel"
"88","1789865563","1789865624","61","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"89","1789865605","1789865656","51","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","seeing","duel"
"90","1789865631","1789865663","32","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","unknown","seeing","duel"
"91","1789865681","1789865706","25","1","maps/mp/ffa3","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","unknown","seeing","duel"
"92","1789865665","1789865726","61","1","maps/mp/ffa3","user:jundon","jundon","1","2","user:void","void","1","2","0","seeing","unknown","duel"
"93","1789865721","1789865760","39","1","maps/mp/ffa3","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","0","seeing","unknown","duel"
"94","1789865764","1789865793","29","1","maps/mp/ffa3","user:jundon","jundon","1","2","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","0","seeing","seeing","duel"
"95","1789865784","1789865840","56","1","maps/mp/ffa3","user:void","void","1","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","unknown","seeing","duel"
"96","1789865853","1789865869","16","1","maps/mp/ffa3","user:void","void","1","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","unknown","seeing","duel"
"97","1789865799","1789865876","77","1","maps/mp/ffa3","user:jundon","jundon","1","2","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","0","seeing","unknown","duel"
"98","1789865873","1789865891","18","1","maps/mp/ffa3","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","user:void","void","1","2","0","seeing","unknown","duel"
"99","1789865883","1789865911","28","1","maps/mp/ffa3","user:jundon","jundon","1","2","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","0","seeing","seeing","duel"
"100","1789865904","1789865951","47","1","maps/mp/ffa3","user:void","void","1","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","seeing","seeing","duel"
"101","1789865957","1789865980","23","1","maps/mp/ffa3","user:void","void","1","2","iphash:7d6be969","^0ff^7'^0Gòónat¡Ç","2","2","0","unknown","seeing","duel"
"102","1789865975","1789865989","14","1","maps/mp/ffa3","user:socrates","socrates","1","2","iphash:d4cfd1d8","^3Wookiee","2","1","0","seeing","seeing","duel"
"103","1789865916","1789866011","95","1","maps/mp/ffa3","user:jundon","jundon","1","2","iphash:c7c8a416","^0FF^4'^0Prinky","2","2","0","seeing","seeing","duel"
"104","1789865998","1789866014","16","1","maps/mp/ffa3","user:socrates","socrates","1","2","iphash:d4cfd1d8","^3Wookiee","2","1","0","unknown","seeing","duel"
"105","1789866019","1789866048","29","1","maps/mp/ffa3","user:socrates","socrates","1","2","iphash:d4cfd1d8","^3Wookiee","2","1","0","seeing","seeing","duel"
