"id","session_id","participant_key","participant_label","participant_kind","opponent_key","opponent_label","opponent_kind","rel_time","event_index","sequence_id","event_type","power","amount","state","range_bucket","buttons","saber_move","enemy_saber_move","yaw_delta","note"
"1263","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51051","111","1","regen","10","1","3","2","320","1","1","157",""
"1264","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51084","112","1","regen","10","1","3","2","320","1","1","162",""
"1265","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51117","113","1","regen","10","1","3","2","320","1","1","168",""
"1266","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51150","114","1","regen","10","1","3","2","320","1","1","173",""
"1267","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51183","115","1","regen","10","1","3","2","256","1","1","-179",""
"1268","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51216","116","1","regen","10","1","3","2","256","1","1","-175",""
"1269","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51249","117","1","regen","10","1","3","2","256","1","1","-175",""
"1270","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51282","118","1","regen","10","1","2","2","256","1","1","-178",""
"1271","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51282","119","1","reset_success","10","1","2","2","256","1","1","-178","reset"
"1272","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51315","120","1","regen","10","1","2","2","256","1","1","-177",""
"1273","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51348","121","1","regen","10","1","2","2","256","1","1","-179",""
"1274","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51381","122","1","regen","10","1","2","2","256","1","1","-179",""
"1275","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51414","123","1","regen","10","1","2","2","256","1","1","176",""
"1276","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51447","124","1","regen","10","1","2","2","256","1","1","175",""
"1277","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51480","125","1","regen","10","1","2","2","256","1","1","173",""
"1278","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51513","126","1","regen","10","1","2","2","256","1","1","170",""
"1279","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51546","127","1","regen","10","1","2","2","256","1","1","168",""
"1280","10","iphash:2667391d","^0-=^3'/^7o^3!^0d^0=-^6","2","bot:/botfiles/easyds2.jkb","Snowtrooper","0","51579","128","1","regen","10","1","2","2","256","1","1","168",""
"1281","11","user:void","void","1","bot:/botfiles/easyds3.jkb","MonMothma","0","33","1","0","air","10","0","0","3","256","0","0","93","landed"
"1282","11","user:void","void","1","bot:/botfiles/easyds3.jkb","MonMothma","0","1320","2","0","air","10","1","0","3","256","1","1","83","airborne"
"1283","11","user:void","void","1","bot:/botfiles/easyds3.jkb","MonMothma","0","3267","3","0","range","10","2","0","2","256","1","1","167",""
"1284","11","user:void","void","1","bot:/botfiles/easyds3.jkb","MonMothma","0","3300","4","0","air","10","0","0","2","256","1","1","167","landed"
